 67,70.0
 67,0.0
 66,71.0
 66,0.0
 67,76.0
 67,0.0
 69,81.0
 69,0.0
 71,82.0
 71,0.0
 72,80.0
 72,0.0
 74,84.0
 74,0.0
 76,81.0
 76,0.0
 74,70.0
 74,0.0
 72,71.0
 72,0.0
 71,70.0
 71,0.0
 69,71.0
 69,0.0
 71,82.0
 71,0.0
 74,82.0
 74,0.0
 79,86.0
 79,0.0
 78,76.0
 78,0.0
 79,80.0
 79,0.0
 78,73.0
 78,0.0
 76,72.0
 76,0.0
 74,71.0
 74,0.0
 72,71.0
 72,0.0
 71,75.0
 71,0.0
 67,67.0
 67,0.0
 74,87.0
 74,0.0
 74,80.0
 74,0.0
 74,77.0
 74,0.0
 74,78.0
 74,0.0
 74,81.0
 74,0.0
 79,88.0
 79,0.0
 74,69.0
 74,0.0
 76,82.0
 76,0.0
 78,80.0
 78,0.0
 76,73.0
 76,0.0
 74,70.0
 74,0.0
 73,72.0
 73,0.0
 71,71.0
 71,0.0
 73,85.0
 73,0.0
 78,86.0
 78,0.0
 73,68.0
 73,0.0
 74,80.0
 74,0.0
 76,79.0
 76,0.0
 74,72.0
 74,0.0
 73,72.0
 73,0.0
 71,71.0
 71,0.0
 69,70.0
 69,0.0
 71,82.0
 71,0.0
 76,86.0
 76,0.0
 71,67.0
 71,0.0
 73,84.0
 73,0.0
 76,82.0
 76,0.0
 81,86.0
 81,0.0
 74,65.0
 74,0.0
 78,83.0
 78,0.0
 81,81.0
 81,0.0
 73,64.0
 73,0.0
 76,78.0
 76,0.0
 81,87.0
 81,0.0
 74,68.0
 74,0.0
 78,80.0
 78,0.0
 81,82.0
 81,0.0
 69,60.0
 69,0.0
 76,87.0
 76,0.0
 81,87.0
 81,0.0
 74,67.0
 74,0.0
 73,70.0
 73,0.0
 74,78.0
 74,0.0
 76,82.0
 76,0.0
 78,83.0
 78,0.0
 79,80.0
 79,0.0
 81,86.0
 81,0.0
 83,80.0
 83,0.0
 81,70.0
 81,0.0
 79,71.0
 79,0.0
 78,70.0
 78,0.0
 76,69.0
 76,0.0
 74,72.0
 74,0.0
 78,85.0
 78,0.0
 69,61.0
 69,0.0
 76,91.0
 76,0.0
 79,83.0
 79,0.0
 69,58.0
 69,0.0
 78,93.0
 78,0.0
 78,79.0
 78,0.0
 78,77.0
 78,0.0
 78,81.0
 78,0.0
 78,76.0
 78,0.0
 78,74.0
 78,0.0
 76,75.0
 76,0.0
 76,73.0
 76,0.0
 76,78.0
 76,0.0
 76,81.0
 76,0.0
 76,77.0
 76,0.0
 76,76.0
 76,0.0
 74,73.0
 74,0.0
 74,76.0
 74,0.0
 74,75.0
 74,0.0
 74,79.0
 74,0.0
 74,77.0
 74,0.0
 74,76.0
 74,0.0
 73,77.0
 73,0.0
 76,82.0
 76,0.0
 81,88.0
 81,0.0
 74,68.0
 74,0.0
 78,82.0
 78,0.0
 81,84.0
 81,0.0
 73,66.0
 73,0.0
 76,82.0
 76,0.0
 69,62.0
 69,0.0
 76,88.0
 76,0.0
 73,70.0
 73,0.0
 76,80.0
 76,0.0
 74,75.0
 74,0.0
 78,85.0
 78,0.0
 69,60.0
 69,0.0
 78,88.0
 78,0.0
 74,72.0
 74,0.0
 78,82.0
 78,0.0
 76,76.0
 76,0.0
 79,81.0
 79,0.0
 69,58.0
 69,0.0
 79,89.0
 79,0.0
 76,71.0
 76,0.0
 79,80.0
 79,0.0
 78,77.0
 78,0.0
 81,80.0
 81,0.0
 69,57.0
 69,0.0
 81,94.0
 81,0.0
 78,72.0
 78,0.0
 81,80.0
 81,0.0
 79,73.0
 79,0.0
 73,63.0
 73,0.0
 79,84.0
 79,0.0
 73,66.0
 73,0.0
 79,85.0
 79,0.0
 73,66.0
 73,0.0
 78,86.0
 78,0.0
 74,70.0
 74,0.0
 78,82.0
 78,0.0
 74,69.0
 74,0.0
 78,83.0
 78,0.0
 74,69.0
 74,0.0
 73,76.0
 73,0.0
 69,67.0
 69,0.0
 69,75.0
 69,0.0
 69,80.0
 69,0.0
 69,74.0
 69,0.0
 69,75.0
 69,0.0
 81,100.0
 81,0.0
 84,86.0
 84,0.0
 74,57.0
 74,0.0
 84,91.0
 84,0.0
 81,69.0
 81,0.0
 84,81.0
 84,0.0
 81,72.0
 81,0.0
 84,80.0
 84,0.0
 74,59.0
 74,0.0
 84,90.0
 84,0.0
 81,72.0
 81,0.0
 84,80.0
 84,0.0
 67,58.0
 67,0.0
 71,81.0
 71,0.0
 74,84.0
 74,0.0
 71,74.0
 71,0.0
 74,80.0
 74,0.0
 79,84.0
 79,0.0
 73,67.0
 73,0.0
 76,82.0
 76,0.0
 81,86.0
 81,0.0
 76,71.0
 76,0.0
 81,83.0
 81,0.0
 85,86.0
 85,0.0
 86,84.0
 86,0.0
 74,53.0
 74,0.0
 76,79.0
 76,0.0
 78,82.0
 78,0.0
 69,63.0
 69,0.0
 74,84.0
 74,0.0
 73,72.0
 73,0.0
 74,79.0
 74,0.0
 62,53.0
 62,0.0
 62,76.0
 62,0.0
 66,82.0
 66,0.0
 69,83.0
 69,0.0
 61,65.0
 61,0.0
 64,80.0
 64,0.0
 69,86.0
 69,0.0
 62,69.0
 62,0.0
 66,80.0
 66,0.0
 69,83.0
 69,0.0
 57,58.0
 57,0.0
 64,85.0
 64,0.0
 69,86.0
 69,0.0
 71,83.0
 71,0.0
 71,76.0
 71,0.0
 71,75.0
 71,0.0
 71,79.0
 71,0.0
 71,74.0
 71,0.0
 71,76.0
 71,0.0
 71,79.0
 71,0.0
 71,74.0
 71,0.0
 71,78.0
 71,0.0
 71,78.0
 71,0.0
 71,77.0
 71,0.0
 71,74.0
 71,0.0
 71,80.0
 71,0.0
 76,85.0
 76,0.0
 79,83.0
 79,0.0
 72,67.0
 72,0.0
 76,83.0
 76,0.0
 79,84.0
 79,0.0
 71,64.0
 71,0.0
 76,84.0
 76,0.0
 79,81.0
 79,0.0
 69,62.0
 69,0.0
 76,85.0
 76,0.0
 79,86.0
 79,0.0
 71,65.0
 71,0.0
 76,81.0
 76,0.0
 79,82.0
 79,0.0
 72,67.0
 72,0.0
 76,82.0
 76,0.0
 79,84.0
 79,0.0
 71,66.0
 71,0.0
 76,83.0
 76,0.0
 75,74.0
 75,0.0
 76,80.0
 76,0.0
 64,70.0
 64,0.0
 63,71.0
 63,0.0
 64,78.0
 64,0.0
 66,80.0
 66,0.0
 67,78.0
 67,0.0
 69,83.0
 69,0.0
 71,84.0
 71,0.0
 72,79.0
 72,0.0
 71,75.0
 71,0.0
 69,71.0
 69,0.0
 67,71.0
 67,0.0
 66,71.0
 66,0.0
 67,81.0
 67,0.0
 71,82.0
 71,0.0
 76,85.0
 76,0.0
 75,76.0
 75,0.0
 76,78.0
 76,0.0
 75,72.0
 75,0.0
 73,71.0
 73,0.0
 71,71.0
 71,0.0
 69,71.0
 69,0.0
 67,72.0
 67,0.0
 64,68.0
 64,0.0
 83,97.0
 83,0.0
 83,80.0
 83,0.0
 83,77.0
 83,0.0
 83,75.0
 83,0.0
 71,60.0
 71,0.0
 76,83.0
 76,0.0
 71,67.0
 71,0.0
 73,82.0
 73,0.0
 74,80.0
 74,0.0
 73,74.0
 73,0.0
 71,72.0
 71,0.0
 69,70.0
 69,0.0
 67,71.0
 67,0.0
 69,85.0
 69,0.0
 74,85.0
 74,0.0
 69,67.0
 69,0.0
 71,83.0
 71,0.0
 73,80.0
 73,0.0
 71,72.0
 71,0.0
 69,68.0
 69,0.0
 67,69.0
 67,0.0
 66,72.0
 66,0.0
 64,73.0
 64,0.0
 73,92.0
 73,0.0
 79,92.0
 79,0.0
 70,65.0
 70,0.0
 73,82.0
 73,0.0
 78,87.0
 78,0.0
