 74,66.0
 76,70.0
 74,66.0
 74,70.0
 74,68.0
 76,78.0
 77,77.0
 76,71.0
 76,68.0
 76,68.0
 77,78.0
 74,66.0
 75,73.0
 77,76.0
 75,71.0
 75,67.0
 75,74.0
 74,66.0
 75,77.0
 74,68.0
 74,70.0
 74,71.0
 73,73.0
 73,70.0
 81,85.0
 79,71.0
 77,66.0
 77,73.0
 76,65.0
 74,67.0
 82,76.0
 76,64.0
 82,80.0
 72,55.0
 82,88.0
 82,71.0
 84,71.0
 82,71.0
 84,71.0
 82,71.0
 84,71.0
 82,71.0
 84,71.0
 82,71.0
 84,71.0
 82,71.0
 84,71.0
 82,71.0
 84,71.0
 82,71.0
 81,67.0
 86,66.0
 74,52.0
 79,79.0
 81,87.0
 82,72.0
 82,70.0
 81,71.0
 79,62.0
 78,68.0
 76,69.0
 74,60.0
 80,83.0
 79,66.0
 78,60.0
 79,70.0
 81,77.0
 74,59.0
 79,82.0
 78,67.0
 79,74.0
 79,63.0
 80,71.0
 79,68.0
 77,70.0
 77,68.0
 77,71.0
 77,68.0
 76,69.0
 77,76.0
 82,84.0
 84,79.0
 82,67.0
 72,52.0
 82,85.0
 80,68.0
 79,58.0
 77,66.0
 77,71.0
 72,63.0
 80,86.0
 79,88.0
 78,65.0
 76,63.0
 74,66.0
 82,86.0
 81,83.0
 80,71.0
 81,77.0
 79,62.0
 77,53.0
 76,68.0
 74,66.0
 72,67.0
 71,69.0
 69,69.0
 69,72.0
 81,88.0
 79,73.0
 77,67.0
 77,72.0
 76,67.0
 74,67.0
 82,89.0
 76,60.0
 82,82.0
 72,58.0
 82,82.0
 82,73.0
 84,73.0
 82,73.0
 84,73.0
 82,73.0
 84,73.0
 82,73.0
 84,73.0
 82,73.0
 84,73.0
 82,73.0
 84,73.0
 82,73.0
 84,73.0
 82,73.0
 81,70.0
 86,61.0
 74,53.0
 79,81.0
 81,87.0
 82,73.0
 82,70.0
 81,68.0
 79,63.0
 79,73.0
 81,73.0
 79,73.0
 81,73.0
 79,73.0
 81,73.0
 79,73.0
 81,73.0
 79,73.0
 81,73.0
 79,73.0
 81,73.0
 79,73.0
 81,73.0
 79,73.0
 77,71.0
 81,80.0
 77,63.0
 74,62.0
 71,63.0
 72,63.0
 71,67.0
 83,89.0
 80,61.0
 76,66.0
 73,68.0
 74,71.0
 73,69.0
 81,83.0
 77,61.0
 74,66.0
 75,76.0
 73,70.0
 74,76.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 76,68.0
 74,69.0
 81,84.0
 77,67.0
 74,65.0
 71,63.0
 72,68.0
 71,66.0
 83,88.0
 80,70.0
 76,63.0
 73,65.0
 74,66.0
 73,69.0
 81,80.0
 77,65.0
 74,70.0
 75,72.0
 73,67.0
 74,74.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 79,77.0
 77,77.0
 76,67.0
 74,64.0
 76,73.0
 74,64.0
 74,71.0
 74,71.0
 76,72.0
 77,75.0
 76,66.0
 76,67.0
 76,70.0
 77,75.0
 74,65.0
 75,77.0
 77,73.0
 75,72.0
 75,68.0
 75,71.0
 74,69.0
 75,74.0
 74,69.0
 74,73.0
 74,72.0
 73,69.0
 73,68.0
 74,75.0
